Dataset 1,,,Dataset 2,,,Dataset 3,,,Dataset 4,,,Dataset 5,
9.947751518,0.12313102,,7.657013273,4.037562132,,9.0625,6.5625,,6.28182937,8.022596763,,8.27974892,7.73920434
5.491801316,2.145573542,,4.106905125,3.829435878,,9.0625,6.875,,5.602149606,7.851448655,,5.900648628,6.534301322
9.504433792,2.807925436,,3.857280798,2.732397263,,9.0625,7.1875,,6.173941347,9.684069997,,2.997692321,7.457809268
5.719755367,1.459170937,,6.029807152,3.312849864,,9.0625,7.5,,6.640611725,9.126837761,,0.262498901,4.479965419
7.953984978,2.478702505,,4.474737228,4.599845373,,9.0625,7.8125,,9.365117914,9.728153251,,1.934587149,7.887163925
4.368198307,7.838689905,,5.696734422,4.495153526,,9.0625,8.125,,7.68398526,8.543613447,,1.81155881,1.054457716
6.037147082,3.716143465,,5.155096859,6.021026169,,9.0625,8.4375,,7.624923356,9.076527202,,4.621814357,3.163522201
3.219527638,5.90279058,,6.37937314,4.174466689,,9.0625,8.75,,8.032623289,9.343070465,,0.044350892,4.965491209
7.741001581,3.588207692,,4.382530591,5.178277387,,9.0625,9.0625,,6.195880908,0.025509893,,3.036559959,2.335425703
7.763047325,6.374355826,,6.618813766,3.76904841,,9.0625,9.375,,7.123147959,8.695105553,,2.335827657,8.27037196
9.588492416,7.721340087,,5.333705517,4.213299198,,9.0625,9.6875,,6.659876762,9.491079521,,6.048678137,3.908687023
0.256435633,3.583935245,,7.201430515,5.796998273,,9.0625,10,,3.869932853,9.716684912,,3.302646693,2.691086144
7.215424604,0.485703924,,6.143162451,4.855617277,,9.375,0.3125,,6.87867801,9.903217538,,6.482225736,3.265992359
5.96751423,4.390149238,,3.875557179,4.095375096,,9.375,0.625,,6.685815648,7.853500323,,6.301800603,2.691154558
6.289577887,5.869218983,,5.705272521,4.146859486,,9.375,0.9375,,6.322258185,8.864898691,,1.565549645,7.205812244
9.399102185,2.453613248,,6.132297926,6.272079138,,9.375,1.25,,7.002818129,9.526057636,,6.598798388,4.56925366
7.431340241,1.950621268,,5.371890333,5.115813935,,9.375,1.5625,,6.598095539,7.074839828,,0.639114798,5.161527429
8.136630971,7.883734036,,5.14740594,3.94383524,,9.375,1.875,,6.886397588,8.513900126,,4.669047751,4.629593873
2.142039823,0.588437229,,3.757762046,5.062423406,,9.375,2.1875,,7.847520382,9.472274427,,2.511575743,4.009441282
5.488262081,8.133062328,,6.053949953,5.285306721,,9.375,2.5,,5.689366622,8.893565187,,2.339058738,1.803786107
9.007499649,1.087321514,,4.989133957,3.633882374,,9.375,2.8125,,6.407218825,0.704575033,,2.326087208,2.775342507
1.26288795,3.842384892,,4.506152266,4.645867845,,9.375,3.125,,7.479479906,1.09577665,,3.068474727,7.553519812
0.809398856,2.124747995,,4.076296719,5.316141783,,9.375,3.4375,,8.114343678,9.577697386,,1.475238508,0.809129629
9.091819295,0.544869582,,3.192692554,4.083262426,,9.375,3.75,,7.518884982,9.834599659,,7.037129113,2.677767884
5.307877412,6.713283854,,5.485615697,5.10880329,,9.375,4.0625,,8.033950263,0.344545778,,2.229950256,8.272654328
5.704800064,6.952733626,,4.970386209,4.669855131,,9.375,4.375,,6.662967017,8.030589183,,5.699776755,6.744460284
1.698359208,4.928768368,,5.502377609,4.629184529,,9.375,4.6875,,7.725253135,0.208115188,,9.249094127,6.555220182
0.242008244,2.376295025,,5.115157967,5.154406055,,9.375,5,,7.366083252,8.220495019,,3.621301042,1.958610842
7.438527196,4.515104975,,4.440378115,4.604479183,,9.375,5.3125,,8.550978722,9.548260681,,8.41095768,7.754045965
9.914410224,7.41158354,,3.419908867,5.093486878,,9.375,5.625,,5.661214247,7.196829222,,1.765483042,1.806148723
3.081241432,2.04140713,,4.806785784,5.425199211,,9.375,5.9375,,7.1129566,7.261896902,,9.560891789,3.086759506
5.759486268,8.585137167,,5.529044911,3.562292263,,9.375,6.25,,7.050217114,9.041956538,,9.512572771,3.711601919
9.101089595,2.874497278,,3.654867972,4.406240601,,9.375,6.5625,,8.415743745,8.492164813,,4.577695455,1.563592696
0.164372094,1.576119973,,5.623155574,4.772388142,,9.375,6.875,,7.142564715,8.929942668,,6.191386848,5.557193046
8.814736895,9.950832116,,4.503048838,4.650927567,,9.375,7.1875,,7.577623037,7.949805512,,9.904252017,3.400332005
3.310617911,9.365699001,,6.612426919,6.189001063,,9.375,7.5,,8.551860122,8.556434916,,0.802862433,8.03443284
6.267575416,0.147984117,,6.362794055,5.528767797,,9.375,7.8125,,7.034033434,9.517366089,,9.852796657,3.519634792
3.464207466,3.919587567,,4.630024402,4.8200421,,9.375,8.125,,6.097984162,8.222715736,,4.798008191,8.542872539
8.660064809,0.416720052,,5.195893619,3.95403382,,9.375,8.4375,,7.343625329,9.441574418,,4.115343083,3.185141255
4.086022588,3.650607959,,3.898297189,5.825795492,,9.375,8.75,,8.894397469,9.952025856,,5.482882911,1.09746069
0.352630406,2.605708873,,4.273561727,3.748083934,,9.375,9.0625,,6.544350616,0.126028704,,6.771796241,0.79225137
3.922481126,9.989244636,,5.437355468,5.504451175,,9.375,9.375,,7.385357412,9.356209134,,3.740375785,4.591765174
3.771327764,9.8424935,,5.934476281,5.559972592,,9.375,9.6875,,6.93869687,0.445725405,,6.673429239,5.810914466
1.461048598,1.128392525,,4.338662281,4.407649751,,9.375,10,,6.909045868,9.761015619,,0.792734457,8.900230074
6.850429971,6.328733305,,4.648985888,5.100797748,,9.6875,0.3125,,4.934898699,9.447474036,,7.217731569,3.825123964
2.866506429,1.186962138,,4.409352868,4.724793903,,9.6875,0.625,,6.905038905,8.700450719,,8.833067955,0.121851783
4.095463884,8.954773249,,4.947008036,5.401359388,,9.6875,0.9375,,9.076569752,9.210445987,,1.323164221,6.363298983
8.553883686,8.683145617,,5.344219013,6.475671782,,9.6875,1.25,,7.147254503,9.451164878,,4.720779814,4.808603565
7.501386978,9.298981695,,4.235694911,5.833082933,,9.6875,1.5625,,6.68611471,0.57174176,,8.981734668,1.57645859
2.052008304,1.142587418,,5.813575701,4.833065019,,9.6875,1.875,,6.021083713,7.735949899,,8.778526683,4.239346354
1.861278896,5.874002592,,3.826955349,5.058185089,,9.6875,2.1875,,6.316912232,8.445426933,,2.263035497,6.106433279
7.931009028,3.011421742,,7.255212025,6.268555509,,9.6875,2.5,,7.3348887,8.921716105,,6.521401253,1.302372094
5.799571244,9.840490505,,8.897481004,5.043680969,,9.6875,2.8125,,7.610640395,6.512832033,,5.432201448,4.419808585
9.342444252,8.355949269,,4.467832497,6.715006494,,9.6875,3.125,,5.505002362,8.784312147,,0.638201421,0.503885732
9.037635697,9.039439222,,5.763356477,4.147225255,,9.6875,3.4375,,6.836553321,8.406133891,,8.939728044,8.628012859
0.552804473,9.995712992,,6.018287123,5.381027286,,9.6875,3.75,,7.094870071,8.841130969,,2.562243135,1.734283593
7.933994238,5.709643115,,4.317272355,4.921194767,,9.6875,4.0625,,7.732494195,0.086580232,,9.64970473,6.83519744
0.967360176,3.679356783,,4.487240903,6.254854634,,9.6875,4.375,,7.455118292,0.692322588,,2.879260907,3.045053068
8.66597014,5.263025179,,4.583937598,5.549290354,,9.6875,4.6875,,6.797169283,0.906094787,,7.444781182,3.005101989
8.63567439,3.577630967,,4.700621294,4.528398099,,9.6875,5,,8.579815859,8.702082782,,4.375867593,5.303470993
1.14358399,8.147742035,,4.528778517,5.84376458,,9.6875,5.3125,,4.925616565,9.323482604,,7.525346704,2.982912136
6.367427076,4.449883684,,4.705967596,5.288812183,,9.6875,5.625,,7.228724998,7.96373852,,2.379278002,3.131817086
3.181338805,3.665747243,,5.953248801,4.534116742,,9.6875,5.9375,,7.35296253,9.598784133,,5.053356689,6.890911995
8.479603366,6.490522188,,6.727606344,5.558659323,,9.6875,6.25,,5.690795863,0.183408969,,0.466296011,7.271863341
9.744876834,6.98135296,,4.248943888,6.831588782,,9.6875,6.5625,,5.661899825,8.823700869,,0.370463825,9.87939294
0.421017081,6.894567754,,5.468519491,4.778074274,,9.6875,6.875,,7.554017674,8.569815765,,3.273222533,6.107661854
2.118753376,4.732009196,,4.176449271,5.050561697,,9.6875,7.1875,,8.467762552,8.612166422,,8.486327812,4.844676928
1.847193575,7.749748713,,5.042148242,5.327574887,,9.6875,7.5,,7.053098866,9.618513638,,4.165773904,0.500430322
3.312330438,1.396951075,,5.401127388,3.170503985,,9.6875,7.8125,,7.306946257,9.078103529,,6.856210035,9.931286952
0.748283383,2.023645298,,4.89662124,3.834095019,,9.6875,8.125,,8.734267592,8.923106805,,5.514713655,0.677744797
0.380119052,0.583492539,,6.557404118,5.717092448,,9.6875,8.4375,,6.199156277,9.183540115,,7.14891794,8.415243662
3.169238476,5.754344589,,4.726267638,4.171426458,,9.6875,8.75,,5.308714669,8.453136236,,2.627708097,8.245253169
8.104823302,0.179657301,,4.965870132,5.919416174,,9.6875,9.0625,,4.933797724,8.582032589,,0.892279121,7.062836992
5.548763362,4.444096939,,4.655105016,3.512857627,,9.6875,9.375,,7.196914818,8.248573057,,3.367462319,1.452357296
1.166107878,9.094987603,,5.666607997,5.661023713,,9.6875,9.6875,,7.729313411,8.467849276,,7.886695909,6.334633371
0.663247839,2.107578826,,5.660506781,5.480030292,,9.6875,10,,6.865795745,8.876886631,,9.103429995,8.931259336
6.587240412,6.341582405,,6.6575481,4.373795828,,10,0.3125,,6.656858714,1.00366402,,3.067431364,6.927241965
1.340069723,8.692189018,,5.999992544,4.137680353,,10,0.625,,7.55117921,0.128975565,,6.179997685,7.025877182
6.930375689,5.582002747,,4.648835097,4.596810969,,10,0.9375,,8.868577879,0.443785108,,9.601117556,1.406951312
9.838883624,9.853186482,,5.737918041,4.468496477,,10,1.25,,6.415667195,8.734851917,,0.440046932,1.478525519
3.127407423,0.818819478,,5.794676612,6.052439381,,10,1.5625,,7.103356229,7.848338347,,2.363283088,3.556386785
7.797177923,5.719320373,,5.335487935,5.071731111,,10,1.875,,7.282638798,7.337639589,,7.073796442,4.284449812
0.964543433,1.004457308,,5.8979053,5.043071736,,10,2.1875,,6.235981986,8.058993472,,7.371517065,7.602336014
8.04231135,8.468111838,,3.500241157,4.216404703,,10,2.5,,6.498638223,9.060393296,,2.508379496,4.104289042
4.704084685,7.419909164,,6.097231645,5.621764786,,10,2.8125,,8.150909677,9.52332723,,6.721621124,0.175770355
9.278708876,2.783536717,,5.38546312,5.344475101,,10,3.125,,7.25133177,8.880737515,,6.383022939,0.99175607
1.557850595,2.90145944,,4.404404728,5.241414702,,10,3.4375,,7.892174695,7.411186031,,5.111614358,4.908294104
7.550743369,4.744786601,,4.796680876,6.201014877,,10,3.75,,7.207299121,9.553204872,,8.454618344,9.933347047
3.835377846,3.145039232,,6.059525172,5.162378766,,10,4.0625,,7.099199582,8.783888131,,6.670859345,7.380341293
7.340828437,4.537396123,,3.932710929,4.970280203,,10,4.375,,6.258507176,0.222746756,,3.912488835,3.569850632
0.276336647,4.491450565,,6.79476739,5.582326665,,10,4.6875,,8.009889699,8.842355435,,0.989650784,7.831961559
3.060451187,7.248870641,,3.218440716,5.730844848,,10,5,,6.385497041,7.795579738,,2.772095729,4.970031245
6.823778718,3.222072285,,4.096023532,4.799996234,,10,5.3125,,9.02939486,9.745215724,,2.502214574,7.624262745
4.998584937,0.872499254,,5.682029145,5.544071428,,10,5.625,,7.969109471,9.096982142,,1.373730201,4.729215299
8.050787798,4.979520772,,6.829924515,5.319481492,,10,5.9375,,7.091349114,8.687643499,,8.494133772,9.613356991
4.4299959,6.270766575,,6.921772233,4.681641762,,10,6.25,,8.4584399,7.548836131,,4.309064886,0.02795358
7.369925496,9.494499112,,4.287497071,5.892526407,,10,6.5625,,8.33888919,0.03458733,,0.054751084,9.205456916
6.9126388,3.234006318,,4.022699719,5.085165456,,10,6.875,,5.757292345,0.082530538,,4.109118494,5.606919272
9.363437372,3.831790776,,5.161180797,5.359347102,,10,7.1875,,8.856041708,8.383031653,,8.00743794,4.306279885
5.243753852,5.660185452,,7.099716403,4.775632293,,10,7.5,,6.904032482,7.847164836,,5.387762669,1.722943131
7.964758323,8.641900224,,4.999531996,4.59919405,,10,7.8125,,7.692537289,9.198282392,,6.075683015,7.111668895
2.597983718,7.997992186,,5.279156787,4.853266739,,10,8.125,,8.203121424,6.886695493,,3.930625239,8.541373837
6.005745496,0.929774872,,5.238073663,5.075548146,,10,8.4375,,6.125505768,8.977903991,,9.168885333,1.639189393
3.600737365,2.792958627,,5.172804651,6.476492514,,10,8.75,,7.78772319,9.760161403,,5.750106327,8.568128734
5.935408694,7.568358968,,4.389982923,4.671633821,,10,9.0625,,6.213083036,7.340450547,,9.040906557,8.926953315
5.439305896,4.389594612,,5.164086675,4.55820996,,10,9.375,,7.313230715,8.82294891,,3.34694566,5.39640664
9.880828137,6.56467965,,4.767544203,5.27439372,,10,9.6875,,7.86259945,9.282277394,,8.348944389,3.790342273
3.271237721,5.028188641,,5.142615715,4.097839513,,10,10,,8.887680817,0.084258714,,5.487660124,8.280793722
